id,category,group,name,usedintopaudiences,usedinsummary,sortorder,placeiqid
id,category,group,name,usedInTopAudiences,usedInSummary,sortOrder,placeIqId
737,Automotive Dealerships,Consumer Profiles,Automotive Dealership Visitors,TRUE,FALSE,1,AutomotiveDealerships
738,Automotive Dealerships,Consumer Profiles,Domestic Auto Dealership Visitors,TRUE,FALSE,2,AutomotiveDealerships->Domestic
739,Automotive Dealerships,Consumer Profiles,Domestic Big 3 Auto Dealership Visitors,TRUE,FALSE,3,AutomotiveDealerships->Domestic->Big3
741,Automotive Dealerships,Consumer Profiles,Domestic Luxury Auto Dealership Visitors,TRUE,FALSE,4,AutomotiveDealerships->Domestic->Luxury
740,Automotive Dealerships,Consumer Profiles,Domestic Non-Luxury Auto Dealership Visitors,TRUE,FALSE,5,AutomotiveDealerships->Domestic->General
743,Automotive Dealerships,Consumer Profiles,Foreign Asian Auto Dealership Visitors,TRUE,FALSE,6,AutomotiveDealerships->Foreign->Asian
742,Automotive Dealerships,Consumer Profiles,Foreign Auto Dealership Visitors,TRUE,FALSE,7,AutomotiveDealerships->Foreign
744,Automotive Dealerships,Consumer Profiles,Foreign European Auto Dealership Visitors,TRUE,FALSE,8,AutomotiveDealerships->Foreign->European
746,Automotive Dealerships,Consumer Profiles,Foreign Luxury Auto Dealership Visitors,TRUE,FALSE,9,AutomotiveDealerships->Foreign->Luxury
745,Automotive Dealerships,Consumer Profiles,Foreign Non-Luxury Auto Dealership Visitors,TRUE,FALSE,10,AutomotiveDealerships->Foreign->General
748,Automotive Dealerships,Consumer Profiles,Luxury Auto Dealership Visitors,TRUE,FALSE,11,AutomotiveDealerships->Luxury
747,Automotive Dealerships,Consumer Profiles,Non-Luxury Auto Dealership Visitors,TRUE,FALSE,12,AutomotiveDealerships->General
749,Automotive Dealerships,Consumer Profiles,Truck Auto Dealership Visitors,TRUE,FALSE,13,AutomotiveDealerships->Trucks
1,Automotive Dealerships,Domestic Dealerships,Buick,FALSE,FALSE,14,AutomotiveDealerships->Domestic->General->GMC->Buick
2,Automotive Dealerships,Domestic Dealerships,Cadillac,FALSE,FALSE,15,AutomotiveDealerships->Domestic->Luxury->GMC->Cadillac
3,Automotive Dealerships,Domestic Dealerships,Chevrolet,FALSE,FALSE,16,AutomotiveDealerships->Domestic->General->GMC->Chevrolet
4,Automotive Dealerships,Domestic Dealerships,Chrysler,FALSE,FALSE,17,AutomotiveDealerships->Domestic->General->Fiat->Chrysler
5,Automotive Dealerships,Domestic Dealerships,Dodge,FALSE,FALSE,18,AutomotiveDealerships->Domestic->General->Fiat->Dodge
6,Automotive Dealerships,Domestic Dealerships,Ford,FALSE,FALSE,19,AutomotiveDealerships->Domestic->General->Ford->Ford
7,Automotive Dealerships,Domestic Dealerships,GMC,FALSE,FALSE,20,AutomotiveDealerships->Domestic->General->GMC->GMC
8,Automotive Dealerships,Domestic Dealerships,Jeep,FALSE,FALSE,21,AutomotiveDealerships->Domestic->General->Fiat->Jeep
9,Automotive Dealerships,Domestic Dealerships,Lincoln,FALSE,FALSE,22,AutomotiveDealerships->Domestic->Luxury->Ford->Lincoln
10,Automotive Dealerships,Domestic Dealerships,RAM,FALSE,FALSE,23,AutomotiveDealerships->Domestic->General->Fiat->RAM
11,Automotive Dealerships,Domestic Dealerships,Tesla,FALSE,FALSE,24,AutomotiveDealerships->Domestic->Luxury->Tesla->Tesla
12,Automotive Dealerships,Foreign Dealerships,Acura,FALSE,FALSE,25,AutomotiveDealerships->Foreign->Luxury->Honda->Acura
13,Automotive Dealerships,Foreign Dealerships,Audi,FALSE,FALSE,26,AutomotiveDealerships->Foreign->Luxury->Volkswagen->Audi
14,Automotive Dealerships,Foreign Dealerships,BMW,FALSE,FALSE,27,AutomotiveDealerships->Foreign->Luxury->BMW->BMW
15,Automotive Dealerships,Foreign Dealerships,Ferrari,FALSE,FALSE,28,AutomotiveDealerships->Foreign->Luxury->Ferrari->Ferrari
16,Automotive Dealerships,Foreign Dealerships,Fiat,FALSE,FALSE,29,AutomotiveDealerships->Foreign->General->Fiat->Fiat
17,Automotive Dealerships,Foreign Dealerships,Honda,FALSE,FALSE,30,AutomotiveDealerships->Foreign->General->Honda->Honda
18,Automotive Dealerships,Foreign Dealerships,Hyundai,FALSE,FALSE,31,AutomotiveDealerships->Foreign->General->Hyundai->Hyundai
19,Automotive Dealerships,Foreign Dealerships,Infiniti,FALSE,FALSE,32,AutomotiveDealerships->Foreign->Luxury->Nissan->Infiniti
20,Automotive Dealerships,Foreign Dealerships,Jaguar,FALSE,FALSE,33,AutomotiveDealerships->Foreign->Luxury->Tata->Jaguar
21,Automotive Dealerships,Foreign Dealerships,Kia,FALSE,FALSE,34,AutomotiveDealerships->Foreign->General->Hyundai->Kia
22,Automotive Dealerships,Foreign Dealerships,Lamborghini,FALSE,FALSE,35,AutomotiveDealerships->Foreign->Luxury->Volkswagen->Lamborghini
23,Automotive Dealerships,Foreign Dealerships,Land Rover,FALSE,FALSE,36,AutomotiveDealerships->Foreign->Luxury->Tata->LandRover
24,Automotive Dealerships,Foreign Dealerships,Lexus,FALSE,FALSE,37,AutomotiveDealerships->Foreign->Luxury->Toyota->Lexus
25,Automotive Dealerships,Foreign Dealerships,Maserati,FALSE,FALSE,38,AutomotiveDealerships->Foreign->Luxury->Fiat->Maserati
26,Automotive Dealerships,Foreign Dealerships,Mazda,FALSE,FALSE,39,AutomotiveDealerships->Foreign->General->Mazda->Mazda
27,Automotive Dealerships,Foreign Dealerships,Mercedes,FALSE,FALSE,40,AutomotiveDealerships->Foreign->Luxury->DaimlerAG->Mercedes
28,Automotive Dealerships,Foreign Dealerships,Mini,FALSE,FALSE,41,AutomotiveDealerships->Foreign->General->BMW->Mini
29,Automotive Dealerships,Foreign Dealerships,Mitsubishi,FALSE,FALSE,42,AutomotiveDealerships->Foreign->General->Mitsubishi->Mitsubishi
30,Automotive Dealerships,Foreign Dealerships,Nissan,FALSE,FALSE,43,AutomotiveDealerships->Foreign->General->Nissan->Nissan
31,Automotive Dealerships,Foreign Dealerships,Porsche,FALSE,FALSE,44,AutomotiveDealerships->Foreign->Luxury->Volkswagen->Porsche
32,Automotive Dealerships,Foreign Dealerships,Subaru,FALSE,FALSE,45,AutomotiveDealerships->Foreign->General->Subaru->Subaru
33,Automotive Dealerships,Foreign Dealerships,Toyota,FALSE,FALSE,46,AutomotiveDealerships->Foreign->General->Toyota->Toyota
34,Automotive Dealerships,Foreign Dealerships,Volkswagen,FALSE,FALSE,47,AutomotiveDealerships->Foreign->General->Volkswagen->Volkswagen
35,Automotive Dealerships,Foreign Dealerships,Volvo,FALSE,FALSE,48,AutomotiveDealerships->Foreign->Luxury->Volvo->Volvo
36,Automotive Dealerships,Motorcycle Dealerships,Harley Davidson,FALSE,FALSE,49,AutomotiveDealerships->HarleyDavidson
37,Automotive Dealerships,Motorcycle Dealerships,Indian Motorcycles,FALSE,FALSE,50,AutomotiveDealerships->IndianMotorcycles
38,Automotive Dealerships,Other,CarMax,FALSE,FALSE,51,AutomotiveDealerships->CarMax->CarMax
39,Demographics,Age,Age 15-17,FALSE,TRUE,52,Demographic->Age->15_17
40,Demographics,Age,Age 18-20,FALSE,TRUE,53,Demographic->Age->18_20
41,Demographics,Age,Age 18-24,FALSE,TRUE,54,Demographic->Age->18_24
42,Demographics,Age,Age 21-24,FALSE,TRUE,55,Demographic->Age->21_24
43,Demographics,Age,Age 25-34,FALSE,TRUE,56,Demographic->Age->25_34
44,Demographics,Age,Age 35-44,FALSE,TRUE,57,Demographic->Age->35_44
45,Demographics,Age,Age 45-54,FALSE,TRUE,58,Demographic->Age->45_54
46,Demographics,Age,Age 55-64,FALSE,TRUE,59,Demographic->Age->55_64
47,Demographics,Age,Age 65+,FALSE,TRUE,60,Demographic->Age->65Over
48,Demographics,Child In Home,Child In Home (Any),FALSE,FALSE,61,Demographic->ChildInHome
49,Demographics,Child In Home,College,FALSE,FALSE,62,Demographic->ChildInHome->College
50,Demographics,Child In Home,Elementary School,FALSE,FALSE,63,Demographic->ChildInHome->ElementarySchool
51,Demographics,Child In Home,High School,FALSE,FALSE,64,Demographic->ChildInHome->HighSchool
52,Demographics,Child In Home,Middle School,FALSE,FALSE,65,Demographic->ChildInHome->MiddleSchool
53,Demographics,Child In Home,Toddlers,FALSE,FALSE,66,Demographic->ChildInHome->Toddlers
54,Demographics,Dwelling,Multi Unit,FALSE,FALSE,67,Demographic->Dwelling->MultiUnit
55,Demographics,Dwelling,Single Unit,FALSE,FALSE,68,Demographic->Dwelling->SingleUnit
56,Demographics,Education,Associates Degree,FALSE,FALSE,69,Demographic->Education->AssociatesDegree
57,Demographics,Education,Bachelors Degree,FALSE,FALSE,70,Demographic->Education->BachelorsDegree
58,Demographics,Education,Graduate Degree,FALSE,FALSE,71,Demographic->Education->GraduateDegree
59,Demographics,Education,High School Degree,FALSE,FALSE,72,Demographic->Education->HighSchoolDegree
60,Demographics,Gender,Female,FALSE,TRUE,73,Demographic->Gender->Female
61,Demographics,Gender,Male,FALSE,TRUE,74,Demographic->Gender->Male
62,Demographics,Household Size,1 Person Household,FALSE,FALSE,75,Demographic->HouseholdSize->1Person
63,Demographics,Household Size,2 Person Household,FALSE,FALSE,76,Demographic->HouseholdSize->2Person
64,Demographics,Household Size,3-4 Person Household,FALSE,FALSE,77,Demographic->HouseholdSize->3_4Person
65,Demographics,Household Size,5-7 Person Household,FALSE,FALSE,78,Demographic->HouseholdSize->5_7Person
66,Demographics,Household Size,8+ Person Household,FALSE,FALSE,79,Demographic->HouseholdSize->8OrMorePerson
67,Demographics,Household Type,Nuclear Family,FALSE,FALSE,80,Demographic->HouseholdType->NuclearFamily
68,Demographics,Household Type,Single Parent,FALSE,FALSE,81,Demographic->HouseholdType->SingleParent
69,Demographics,Household Type,Spouses,FALSE,FALSE,82,Demographic->HouseholdType->Spouses
70,Demographics,Household Type,Young Professional,FALSE,FALSE,83,Demographic->HouseholdType->YoungProfessional
71,Demographics,Household Type,Young Roommates,FALSE,FALSE,84,Demographic->HouseholdType->YoungRoommates
72,Demographics,Income,$0-$25K,FALSE,FALSE,85,Demographic->Income->0_25K
73,Demographics,Income,$25K-$50K,FALSE,FALSE,86,Demographic->Income->25K_50K
74,Demographics,Income,$50K-$75K,FALSE,FALSE,87,Demographic->Income->50K_75K
75,Demographics,Income,$75K-$100K,FALSE,FALSE,88,Demographic->Income->75K_100K
76,Demographics,Income,$100K-$200K,FALSE,FALSE,89,Demographic->Income->100K_200K
77,Demographics,Income,$200K+,FALSE,FALSE,90,Demographic->Income->200KPlus
78,Demographics,Language,Spanish,FALSE,FALSE,91,Demographic->Language->Spanish
79,Demographics,Language,Spanish Bilingual,FALSE,FALSE,92,Demographic->Language->SpanishBilingual
80,Demographics,Marital Status,Single,FALSE,FALSE,93,Demographic->MaritalStatus->Single
81,Demographics,Occupation,Blue Collar,FALSE,FALSE,94,Demographic->Occupation->BlueCollar
82,Demographics,Occupation,Business Finance,FALSE,FALSE,95,Demographic->Occupation->BusinessFinance
83,Demographics,Occupation,Education,FALSE,FALSE,96,Demographic->Occupation->Education
84,Demographics,Occupation,Executive,FALSE,FALSE,97,Demographic->Occupation->Executive
85,Demographics,Occupation,Full Time Student,FALSE,FALSE,98,Demographic->Occupation->FullTimeStudent
86,Demographics,Occupation,Homemaker,FALSE,FALSE,99,Demographic->Occupation->Homemaker
87,Demographics,Occupation,Insurance,FALSE,FALSE,100,Demographic->Occupation->Insurance
88,Demographics,Occupation,Legal,FALSE,FALSE,101,Demographic->Occupation->Legal
89,Demographics,Occupation,Medical,FALSE,FALSE,102,Demographic->Occupation->Medical
90,Demographics,Occupation,Middle Management,FALSE,FALSE,103,Demographic->Occupation->MiddleManagement
735,Demographics,Occupation,New Job,FALSE,FALSE,104,Demographic->Occupation->NewJob
91,Demographics,Occupation,Professional Tech,FALSE,FALSE,105,Demographic->Occupation->ProfessionalTech
92,Demographics,Occupation,Public Sector / Military,FALSE,FALSE,106,Demographic->Occupation->PublicSector_Military
93,Demographics,Occupation,Real Estate,FALSE,FALSE,107,Demographic->Occupation->RealEstate
94,Demographics,Occupation,Retired,FALSE,FALSE,108,Demographic->Occupation->Retired
95,Demographics,Occupation,Sales,FALSE,FALSE,109,Demographic->Occupation->Sales
96,Demographics,Occupation,Small Business Owner,FALSE,FALSE,110,Demographic->Occupation->SmallBusinessOwner
97,Demographics,Occupation,White Collar,FALSE,FALSE,111,Demographic->Occupation->WhiteCollar
750,Demographics,Other,Chief Household Officer,FALSE,FALSE,112,Composite->CHO
733,Demographics,Other,Frequent Mover,FALSE,FALSE,113,Demographic->FrequentMover
98,Demographics,Other,Homeowner,FALSE,FALSE,114,Demographic->Homeowner
99,Demographics,Other,Moved Last Year,FALSE,FALSE,115,Demographic->MovedLastYear
734,Demographics,Other,Recent Mover,FALSE,FALSE,116,Demographic->RecentMover
100,Demographics,Other,Renter,FALSE,FALSE,117,Demographic->Renter
101,Demographics,Property Types,Apartment Condo,FALSE,FALSE,118,Demographic->PropertyType->ApartmentCondo
102,Demographics,Property Types,Mobile Home,FALSE,FALSE,119,Demographic->PropertyType->MobileHome
103,Demographics,Race,African American,FALSE,FALSE,120,Demographic->Race->AfricanAmerican
104,Demographics,Race,Asian,FALSE,FALSE,121,Demographic->Race->Asian
105,Demographics,Race,Caucasian,FALSE,FALSE,122,Demographic->Race->Caucasian
106,Demographics,Race,Hispanic,FALSE,FALSE,123,Demographic->Race->Hispanic
796,Educational Institutions,Consumer Profiles,Colleges and Universities,TRUE,FALSE,124,Miscellaneous->EducationalInstitution->CollegesUniversities
107,Educational Institutions,Colleges and Universities,Arizona State University,FALSE,FALSE,125,Miscellaneous->EducationalInstitution->CollegesUniversities->ArizonaStateUniversity
108,Educational Institutions,Colleges and Universities,Boston University,FALSE,FALSE,126,Miscellaneous->EducationalInstitution->CollegesUniversities->BostonUniversity
109,Educational Institutions,Colleges and Universities,Brigham Young,FALSE,FALSE,127,Miscellaneous->EducationalInstitution->CollegesUniversities->BrighamYoung
110,Educational Institutions,Colleges and Universities,California State University Fullerton,FALSE,FALSE,128,Miscellaneous->EducationalInstitution->CollegesUniversities->CaliforniaStateUniversityFullerton
111,Educational Institutions,Colleges and Universities,California State University Long Beach,FALSE,FALSE,129,Miscellaneous->EducationalInstitution->CollegesUniversities->CaliforniaStateUniversityLongBeach
112,Educational Institutions,Colleges and Universities,California State University North Ridge,FALSE,FALSE,130,Miscellaneous->EducationalInstitution->CollegesUniversities->CaliforniaStateUniversityNorthRidge
113,Educational Institutions,Colleges and Universities,DePaul University,FALSE,FALSE,131,Miscellaneous->EducationalInstitution->CollegesUniversities->DePaulUniversity
114,Educational Institutions,Colleges and Universities,Florida International University,FALSE,FALSE,132,Miscellaneous->EducationalInstitution->CollegesUniversities->FloridaInternationalUniversity
115,Educational Institutions,Colleges and Universities,Florida State University,FALSE,FALSE,133,Miscellaneous->EducationalInstitution->CollegesUniversities->FloridaStateUniversity
116,Educational Institutions,Colleges and Universities,Indiana University,FALSE,FALSE,134,Miscellaneous->EducationalInstitution->CollegesUniversities->IndianaUniversity
117,Educational Institutions,Colleges and Universities,Iowa State University,FALSE,FALSE,135,Miscellaneous->EducationalInstitution->CollegesUniversities->IowaStateUniversity
118,Educational Institutions,Colleges and Universities,Michigan State University,FALSE,FALSE,136,Miscellaneous->EducationalInstitution->CollegesUniversities->MichiganStateUniversity
119,Educational Institutions,Colleges and Universities,New York University,FALSE,FALSE,137,Miscellaneous->EducationalInstitution->CollegesUniversities->NewYorkUniversity
120,Educational Institutions,Colleges and Universities,North Carolina State,FALSE,FALSE,138,Miscellaneous->EducationalInstitution->CollegesUniversities->NorthCarolinaState
121,Educational Institutions,Colleges and Universities,Northeastern University,FALSE,FALSE,139,Miscellaneous->EducationalInstitution->CollegesUniversities->NortheasternUniversity
122,Educational Institutions,Colleges and Universities,Ohio State,FALSE,FALSE,140,Miscellaneous->EducationalInstitution->CollegesUniversities->OhioState
123,Educational Institutions,Colleges and Universities,Penn State,FALSE,FALSE,141,Miscellaneous->EducationalInstitution->CollegesUniversities->PennState
124,Educational Institutions,Colleges and Universities,Purdue University,FALSE,FALSE,142,Miscellaneous->EducationalInstitution->CollegesUniversities->PurdueUniversity
125,Educational Institutions,Colleges and Universities,Rutgers University,FALSE,FALSE,143,Miscellaneous->EducationalInstitution->CollegesUniversities->RutgersUniversity
126,Educational Institutions,Colleges and Universities,Texas AM University,FALSE,FALSE,144,Miscellaneous->EducationalInstitution->CollegesUniversities->TexasAMUniversity
127,Educational Institutions,Colleges and Universities,Texas State University,FALSE,FALSE,145,Miscellaneous->EducationalInstitution->CollegesUniversities->TexasStateUniversity
128,Educational Institutions,Colleges and Universities,UC Berkeley,FALSE,FALSE,146,Miscellaneous->EducationalInstitution->CollegesUniversities->UCBerkeley
129,Educational Institutions,Colleges and Universities,UC Davis,FALSE,FALSE,147,Miscellaneous->EducationalInstitution->CollegesUniversities->UCDavis
130,Educational Institutions,Colleges and Universities,UC Irvine,FALSE,FALSE,148,Miscellaneous->EducationalInstitution->CollegesUniversities->UCIrvine
131,Educational Institutions,Colleges and Universities,UCLA,FALSE,FALSE,149,Miscellaneous->EducationalInstitution->CollegesUniversities->UCLA
132,Educational Institutions,Colleges and Universities,UNC Chapel Hill,FALSE,FALSE,150,Miscellaneous->EducationalInstitution->CollegesUniversities->UNCChapelHill
133,Educational Institutions,Colleges and Universities,University of Alabama,FALSE,FALSE,151,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofAlabama
134,Educational Institutions,Colleges and Universities,University of Arizona,FALSE,FALSE,152,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofArizona
135,Educational Institutions,Colleges and Universities,University of Central Florida,FALSE,FALSE,153,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofCentralFlorida
136,Educational Institutions,Colleges and Universities,University of Cincinnati,FALSE,FALSE,154,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofCincinnati
137,Educational Institutions,Colleges and Universities,University of Florida,FALSE,FALSE,155,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityoflFlorida
138,Educational Institutions,Colleges and Universities,University of Illinois,FALSE,FALSE,156,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofIllinois
139,Educational Institutions,Colleges and Universities,University of Maryland,FALSE,FALSE,157,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofMaryland
140,Educational Institutions,Colleges and Universities,University of Michigan,FALSE,FALSE,158,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofMichigan
141,Educational Institutions,Colleges and Universities,University of Minnesota,FALSE,FALSE,159,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofMinnesota
142,Educational Institutions,Colleges and Universities,University of Missouri,FALSE,FALSE,160,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofMissouri
143,Educational Institutions,Colleges and Universities,University of Washington,FALSE,FALSE,161,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofWashington
144,Educational Institutions,Colleges and Universities,University of Wisconsin,FALSE,FALSE,162,Miscellaneous->EducationalInstitution->CollegesUniversities->UniversityofWisconsin
145,Educational Institutions,Colleges and Universities,USC,FALSE,FALSE,163,Miscellaneous->EducationalInstitution->CollegesUniversities->USC
146,Educational Institutions,Colleges and Universities,UT Austin,FALSE,FALSE,164,Miscellaneous->EducationalInstitution->CollegesUniversities->UTAustin
761,Entertainment,Consumer Profiles,Aquarium Visitors,TRUE,FALSE,166,Entertainment->Aquariums
762,Entertainment,Consumer Profiles,Athletic Recreation Participants,TRUE,FALSE,167,Entertainment->AthleticRecreation
767,Entertainment,Consumer Profiles,Bar Goers,TRUE,FALSE,168,Entertainment->Bars
779,Entertainment,Consumer Profiles,Beach Goers,TRUE,FALSE,169,Entertainment->NatureandOutdoors->Beaches
768,Entertainment,Consumer Profiles,Casino Visitors,TRUE,FALSE,170,Entertainment->Casinos
763,Entertainment,Consumer Profiles,Climbing Gym Visitors,TRUE,FALSE,171,Entertainment->AthleticRecreation->ClimbingGyms
769,Entertainment,Consumer Profiles,Concert Venue Visitors,TRUE,FALSE,172,Entertainment->ConcertVenues
770,Entertainment,Consumer Profiles,Cultural Venue Visitors,TRUE,FALSE,173,Entertainment->CulturalVenues
780,Entertainment,Consumer Profiles,Dog Park Visitors,TRUE,FALSE,174,Entertainment->NatureandOutdoors->DogParks
771,Entertainment,Consumer Profiles,Entertainment Venue Visitors,TRUE,FALSE,175,Entertainment->EntertainmentVenues
764,Entertainment,Consumer Profiles,Golf Course Visitors,TRUE,FALSE,176,Entertainment->AthleticRecreation->GolfCourses
772,Entertainment,Consumer Profiles,Gym Goers,TRUE,FALSE,177,Entertainment->Gyms
773,Entertainment,Consumer Profiles,Horse Racing Track Visitors,TRUE,FALSE,178,Entertainment->HorseRacingTracks
786,Entertainment,Consumer Profiles,MLB Stadium Visitors,TRUE,FALSE,179,Entertainment->ProfessionalSportsVenues->MLBStadiums
774,Entertainment,Consumer Profiles,Movie Theater Customers,TRUE,FALSE,180,Entertainment->MovieTheaters
775,Entertainment,Consumer Profiles,Movie Theater Weekday Matinee Customers,TRUE,FALSE,181,Entertainment->MovieTheaters->WeekdayMatinee
776,Entertainment,Consumer Profiles,Movie Theater Weekend Matinee Customers,TRUE,FALSE,182,Entertainment->MovieTheaters->WeekendMatinee
777,Entertainment,Consumer Profiles,Museum Visitors,TRUE,FALSE,183,Entertainment->Museums
791,Entertainment,Consumer Profiles,Nascar Track Visitors,TRUE,FALSE,184,Entertainment->Racetracks->NascarTracks
781,Entertainment,Consumer Profiles,National Park Visitors,TRUE,FALSE,185,Entertainment->NatureandOutdoors->NationalParks
778,Entertainment,Consumer Profiles,Nature and Outdoors,TRUE,FALSE,186,Entertainment->NatureandOutdoors
787,Entertainment,Consumer Profiles,NBA Arena Visitors,TRUE,FALSE,187,Entertainment->ProfessionalSportsVenues->NBAArenas
788,Entertainment,Consumer Profiles,NFL Stadium Visitors,TRUE,FALSE,188,Entertainment->ProfessionalSportsVenues->NFLStadiums
789,Entertainment,Consumer Profiles,NHL Arena Visitors,TRUE,FALSE,189,Entertainment->ProfessionalSportsVenues->NHLArenas
783,Entertainment,Consumer Profiles,Nightlife Participants,TRUE,FALSE,190,Entertainment->Nightlife
784,Entertainment,Consumer Profiles,Outdoorsy Enthusiasts,TRUE,FALSE,191,Entertainment->Outdoorsy
782,Entertainment,Consumer Profiles,Parks and Gardens Visitors,TRUE,FALSE,192,Entertainment->NatureandOutdoors->ParksandGardens
785,Entertainment,Consumer Profiles,Professional Sports Venue Visitors,TRUE,FALSE,193,Entertainment->ProfessionalSportsVenues
790,Entertainment,Consumer Profiles,Racetrack Visitors,TRUE,FALSE,194,Entertainment->Racetracks
765,Entertainment,Consumer Profiles,Ski Area Visitors,TRUE,FALSE,195,Entertainment->AthleticRecreation->SkiAreas
766,Entertainment,Consumer Profiles,Tennis Facility Visitors,TRUE,FALSE,196,Entertainment->AthleticRecreation->TennisFacilities
792,Entertainment,Consumer Profiles,Theme Park Visitors,TRUE,FALSE,197,Entertainment->ThemeParks
793,Entertainment,Consumer Profiles,Water Park Visitors,TRUE,FALSE,198,Entertainment->WaterParks
794,Entertainment,Consumer Profiles,Zoo Visitors,TRUE,FALSE,199,Entertainment->Zoos
147,Entertainment,Athletic Recreation,AMF Bowling,FALSE,FALSE,165,Entertainment->AthleticRecreation->Bowling->AMF
148,Entertainment,Casinos,Boyd Gaming Corp,FALSE,FALSE,200,Entertainment->Casinos->BoydGamingCorp
149,Entertainment,Casinos,Caesars Entertainment,FALSE,FALSE,201,Entertainment->Casinos->CaesarsEntertainment
150,Entertainment,Casinos,Churchill Downs Inc,FALSE,FALSE,202,Entertainment->Casinos->ChurchillDownsInc
151,Entertainment,Casinos,Eldorado Resorts,FALSE,FALSE,203,Entertainment->Casinos->EldoradoResorts
152,Entertainment,Casinos,Empire Resorts,FALSE,FALSE,204,Entertainment->Casinos->GentingGroup->EmpireResorts
153,Entertainment,Casinos,Full House Resorts,FALSE,FALSE,205,Entertainment->Casinos->FullHouseResorts
154,Entertainment,Casinos,Golden Entertainment,FALSE,FALSE,206,Entertainment->Casinos->GoldenEntertainment
155,Entertainment,Casinos,Las Vegas Sands,FALSE,FALSE,207,Entertainment->Casinos->LasVegasSands
156,Entertainment,Casinos,MGM Resorts,FALSE,FALSE,208,Entertainment->Casinos->MGMResorts
157,Entertainment,Casinos,Monarch Casino and Resorts,FALSE,FALSE,209,Entertainment->Casinos->MonarchCasinoandResorts
158,Entertainment,Casinos,Penn National Gaming,FALSE,FALSE,210,Entertainment->Casinos->PennNationalGaming
159,Entertainment,Casinos,Pinnacle Entertainment,FALSE,FALSE,211,Entertainment->Casinos->PinnacleEntertainment
160,Entertainment,Casinos,Red Rock Resorts Inc,FALSE,FALSE,212,Entertainment->Casinos->RedRockResortsInc
161,Entertainment,Casinos,Tropicana Entertainment,FALSE,FALSE,213,Entertainment->Casinos->AmericanEntertainmentPropertiesCorp->TropicanaEntertainment
162,Entertainment,Casinos,Wynn Resorts,FALSE,FALSE,214,Entertainment->Casinos->WynnResorts
163,Entertainment,College Sports Venues,Basketball Arenas,FALSE,FALSE,215,Entertainment->CollegeSportsVenues->BasketballArenas
164,Entertainment,College Sports Venues,Football Stadiums,FALSE,FALSE,216,Entertainment->CollegeSportsVenues->FootballStadiums
165,Entertainment,Gyms,24 Hour Fitness,FALSE,FALSE,217,Entertainment->Gyms->24HourFitness
166,Entertainment,Gyms,Anytime Fitness,FALSE,FALSE,218,Entertainment->Gyms->AnytimeFitness
167,Entertainment,Gyms,Equinox,FALSE,FALSE,219,Entertainment->Gyms->Equinox
168,Entertainment,Gyms,Fitness 19,FALSE,FALSE,220,Entertainment->Gyms->Fitness19
169,Entertainment,Gyms,LA Fitness,FALSE,FALSE,221,Entertainment->Gyms->LAFitness
170,Entertainment,Gyms,Lifetime Fitness,FALSE,FALSE,222,Entertainment->Gyms->LifetimeFitness
171,Entertainment,Gyms,Planet Fitness,FALSE,FALSE,223,Entertainment->Gyms->PlanetFitness
172,Entertainment,Gyms,Snap Fitness,FALSE,FALSE,224,Entertainment->Gyms->SnapFitness
173,Entertainment,Gyms,Town Sports,FALSE,FALSE,225,Entertainment->Gyms->TownSports
174,Entertainment,Gyms,UFC Gym,FALSE,FALSE,226,Entertainment->Gyms->UFCGym
175,Entertainment,Gyms,World Gym,FALSE,FALSE,227,Entertainment->Gyms->WorldGym
176,Entertainment,Movie Theaters,AMC Theaters,FALSE,FALSE,228,Entertainment->MovieTheaters->AMCTheaters
177,Entertainment,Movie Theaters,Carmike Cinema,FALSE,FALSE,229,Entertainment->MovieTheaters->CarmikeCinema
178,Entertainment,Movie Theaters,Cinemark Theaters,FALSE,FALSE,230,Entertainment->MovieTheaters->CinemarkTheaters
179,Entertainment,Movie Theaters,Independent Movie Theaters,FALSE,FALSE,231,Entertainment->MovieTheaters->IndependentMovieTheaters
180,Entertainment,Movie Theaters,Regal Cinema,FALSE,FALSE,232,Entertainment->MovieTheaters->RegalCinema
181,Entertainment,Theme Parks,Disneyland,FALSE,FALSE,233,Entertainment->ThemeParks->DisneyParksandHotels->Disneyland
182,Entertainment,Theme Parks,Disneyland,FALSE,FALSE,234,Entertainment->ThemeParks->ThemeParkHotels->DisneyParksandHotels->Disneyland
183,Entertainment,Theme Parks,Disneyworld,FALSE,FALSE,235,Entertainment->ThemeParks->DisneyParksandHotels->Disneyworld
184,Entertainment,Theme Parks,Disneyworld,FALSE,FALSE,236,Entertainment->ThemeParks->ThemeParkHotels->DisneyParksandHotels->Disneyworld
