id,max
340.0,7406.0
341.0,5853.0
342.0,4716.0
343.0,7116.0
344.0,3766.0
345.0,13985.0
346.0,9779.0
347.0,21746.0
348.0,3908.0
349.0,3419.0
350.0,15988.0
351.0,2872.0
352.0,11551.0
353.0,27454.0
354.0,16528.0
355.0,6063.0
356.0,7132.0
357.0,11604.0
358.0,6650.0
359.0,17103.0
360.0,4554.0
361.0,2312.0
362.0,1318.0
363.0,6499.0
364.0,11144.0
365.0,2394.0
366.0,13414.0
367.0,3667.0
368.0,2811.0
369.0,6597.0
370.0,4181.0
371.0,6555.0
372.0,38979.0
373.0,8676.0
374.0,4439.0
375.0,3555.0
376.0,12620.0
377.0,8157.0
378.0,8183.0
379.0,7795.0
380.0,25676.0
381.0,26242.0
382.0,1752.0
383.0,61254.0
384.0,12070.0
385.0,16267.0
386.0,25409.0
387.0,45900.0
388.0,32722.0
389.0,29481.0
390.0,2007.0
391.0,6132.0
392.0,2657.0
393.0,19427.0
394.0,27398.0
395.0,22963.0
396.0,25626.0
397.0,3087.0
398.0,17681.0
399.0,10106.0
400.0,55691.0
401.0,17874.0
402.0,6022.0
403.0,13372.0
404.0,14882.0
405.0,7426.0
406.0,31540.0
407.0,3964.0
408.0,6221.0
409.0,13521.0
410.0,6168.0
411.0,8859.0
412.0,3444.0
413.0,1983.0
414.0,7207.0
415.0,15405.0
416.0,14406.0
417.0,2624.0
418.0,2829.0
419.0,1793.0
420.0,17140.0
421.0,9848.0
422.0,7156.0
423.0,38418.0
424.0,14273.0
425.0,7588.0
426.0,12200.0
427.0,2346.0
428.0,8324.0
429.0,7095.0
430.0,19336.0
431.0,17617.0
432.0,9117.0
433.0,3849.0
434.0,4312.0
435.0,14994.0
436.0,470.0
437.0,16326.0
438.0,5043.0
439.0,22867.0
440.0,5450.0
441.0,11209.0
442.0,7732.0
443.0,6138.0
444.0,5006.0
445.0,2621.0
446.0,6309.0
447.0,1526.0
448.0,13294.0
449.0,17317.0
450.0,7162.0
451.0,6328.0
452.0,37786.0
453.0,3811.0
454.0,1303.0
455.0,4449.0
456.0,2606.0
457.0,2115.0
458.0,18251.0
459.0,2191.0
460.0,3764.0
461.0,1139.0
462.0,5355.0
463.0,6355.0
464.0,8052.0
465.0,3264.0
466.0,582.0
467.0,3513.0
468.0,1029.0
469.0,3240.0
470.0,1889.0
471.0,25988.0
472.0,6434.0
473.0,5695.0
474.0,5866.0
475.0,5237.0
476.0,948.0
477.0,8553.0
478.0,4064.0
479.0,33918.0
480.0,2163.0
481.0,2704.0
482.0,579.0
483.0,2623.0
484.0,5034.0
485.0,27905.0
486.0,7897.0
487.0,23239.0
488.0,22540.0
489.0,14789.0
490.0,2898.0
491.0,6318.0
492.0,10546.0
493.0,26681.0
494.0,15676.0
495.0,5717.0
496.0,9769.0
497.0,5429.0
498.0,1092.0
499.0,12543.0
500.0,13737.0
501.0,9790.0
502.0,10031.0
503.0,20721.0
504.0,13552.0
505.0,9433.0
506.0,5773.0
507.0,21742.0
508.0,29605.0
509.0,2582.0
510.0,13500.0
511.0,13937.0
512.0,16242.0
513.0,27429.0
514.0,8450.0
515.0,1199.0
516.0,5189.0
517.0,10579.0
518.0,6073.0
519.0,7398.0
520.0,31937.0
521.0,20937.0
522.0,19490.0
523.0,3353.0
524.0,11481.0
525.0,3215.0
526.0,9727.0
527.0,7028.0
528.0,9374.0
529.0,7009.0
530.0,5649.0
531.0,2683.0
532.0,9100.0
533.0,12587.0
534.0,8026.0
535.0,8873.0
536.0,3507.0
537.0,7315.0
538.0,13099.0
539.0,9871.0
540.0,3744.0
541.0,5985.0
542.0,24589.0
543.0,8664.0
544.0,2167.0
545.0,14051.0
546.0,23195.0
547.0,6999.0
548.0,2112.0
549.0,438.0
550.0,18790.0
551.0,11392.0
552.0,3519.0
553.0,3758.0
554.0,1608.0
555.0,9387.0
556.0,18084.0
557.0,2685.0
558.0,5715.0
559.0,2387.0
560.0,7052.0
561.0,2685.0
562.0,6349.0
563.0,6378.0
564.0,25736.0
565.0,4876.0
566.0,3329.0
567.0,11105.0
568.0,14826.0
569.0,2342.0
570.0,47588.0
571.0,18516.0
572.0,59367.0
573.0,3351.0
574.0,4049.0
575.0,2509.0
576.0,11943.0
577.0,6305.0
578.0,1564.0
579.0,2467.0
580.0,6834.0
581.0,1354.0
582.0,949.0
583.0,2378.0
584.0,521.0
585.0,906.0
586.0,5307.0
587.0,10687.0
588.0,1649.0
589.0,1066.0
590.0,590.0
591.0,1005.0
592.0,5261.0
593.0,510.0
594.0,3211.0
595.0,7547.0
596.0,2193.0
597.0,248.0
598.0,3064.0
599.0,26982.0
600.0,4578.0
601.0,2323.0
602.0,5985.0
603.0,5624.0
604.0,4487.0
605.0,2793.0
606.0,2915.0
607.0,7243.0
608.0,4047.0
609.0,3973.0
610.0,913.0
611.0,1859.0
612.0,3223.0
613.0,5263.0
614.0,2664.0
615.0,1949.0
616.0,2551.0
617.0,13771.0
618.0,1479.0
619.0,3293.0
620.0,1731.0
621.0,840.0
622.0,382.0
623.0,1524.0
624.0,1406.0
625.0,676.0
626.0,2119.0
627.0,1741.0
628.0,17406.0
629.0,3475.0
630.0,2420.0
631.0,4228.0
632.0,2345.0
633.0,1833.0
634.0,1363.0
635.0,279.0
636.0,1579.0
637.0,791.0
638.0,5162.0
639.0,344.0
640.0,1654.0
641.0,1129.0
642.0,566.0
643.0,833.0
644.0,14744.0
645.0,4590.0
646.0,1499.0
647.0,8808.0
648.0,754.0
649.0,1844.0
650.0,2852.0
651.0,5621.0
652.0,5876.0
653.0,6966.0
654.0,2249.0
655.0,3137.0
656.0,8730.0
657.0,2625.0
658.0,4178.0
659.0,2058.0
660.0,1084.0
661.0,2131.0
662.0,2331.0
663.0,849.0
664.0,14003.0
665.0,212.0
666.0,8151.0
667.0,1898.0
668.0,1466.0
669.0,6515.0
670.0,2128.0
671.0,3862.0
672.0,2851.0
673.0,1230.0
674.0,6400.0
675.0,4863.0
676.0,5540.0
677.0,2960.0
678.0,5579.0
679.0,454.0
680.0,7779.0
681.0,4583.0
682.0,2669.0
683.0,3999.0
684.0,744.0
685.0,414.0
686.0,2827.0
687.0,2254.0
688.0,914.0
689.0,1480.0
690.0,1890.0
691.0,3332.0
692.0,1488.0
693.0,24217.0
694.0,2030.0
695.0,4701.0
696.0,661.0
697.0,2222.0
698.0,1914.0
699.0,194.0
700.0,18945.0
701.0,1070.0
702.0,1348.0
703.0,2255.0
704.0,7357.0
705.0,4305.0
706.0,625.0
707.0,13827.0
708.0,7434.0
709.0,2659.0
710.0,1046.0
711.0,4957.0
712.0,1408.0
713.0,1417.0
714.0,1024.0
715.0,1807.0
716.0,273.0
717.0,1268.0
718.0,7180.0
719.0,4463.0
720.0,1560.0
721.0,8053.0
722.0,2929.0
723.0,2749.0
724.0,1911.0
725.0,554.0
726.0,3402.0
727.0,44928.0
728.0,11861.0
729.0,422.0
730.0,7113.0
731.0,6852.0
732.0,7509.0
737.0,9597.0
738.0,2754.0
739.0,2754.0
740.0,4343.0
741.0,2214.0
742.0,4335.0
743.0,3401.0
744.0,2215.0
745.0,3525.0
746.0,2873.0
747.0,6010.0
748.0,3811.0
749.0,4097.0
750.0,56464.0
751.0,44215.0
752.0,28345.0
753.0,18686.0
754.0,26599.0
755.0,57697.0
756.0,26855.0
757.0,22310.0
758.0,55268.0
759.0,26327.0
760.0,21353.0
761.0,4718.0
762.0,15958.0
763.0,1137.0
764.0,1174.0
765.0,3504.0
766.0,11610.0
767.0,14999.0
768.0,79522.0
769.0,631.0
770.0,30246.0
771.0,30780.0
772.0,47244.0
773.0,2219.0
774.0,42708.0
775.0,27979.0
776.0,48239.0
777.0,55811.0
778.0,70648.0
779.0,13404.0
780.0,1661.0
781.0,10261.0
782.0,60161.0
783.0,57367.0
784.0,26261.0
785.0,10017.0
786.0,2905.0
787.0,4560.0
788.0,2658.0
789.0,9696.0
790.0,576.0
791.0,743.0
792.0,17939.0
793.0,4525.0
794.0,6308.0
795.0,58072.0
796.0,5690.0
797.0,30747.0
798.0,80787.0
799.0,22925.0
800.0,96975.0
801.0,70383.0
802.0,10827.0
803.0,115680.0
804.0,36971.0
805.0,36471.0
806.0,67089.0
807.0,40305.0
808.0,45077.0
809.0,126468.0
810.0,38861.0
811.0,4673.0
812.0,41230.0
813.0,35773.0
814.0,29399.0
815.0,50526.0
816.0,16262.0
817.0,91337.0
818.0,33942.0
819.0,3730.0
820.0,34858.0
821.0,58650.0
822.0,16317.0
823.0,37746.0
824.0,11384.0
825.0,64980.0
826.0,15229.0
827.0,14190.0
828.0,65637.0
829.0,10458.0
830.0,86848.0
831.0,35688.0
